id,device_id,status,temperature,humidity,light_intensity,noise_level,timestamp,count
423,1,ON,26,50,20,0,"2025-04-14 19:15:19",2
424,2,ON,25.3,69,13,1,"2025-04-14 19:15:21",2
425,3,ON,25.8,60,14,1,"2025-04-14 19:15:33",1
426,1,ON,26.9,50,20,1,"2025-04-14 19:15:34",1
427,1,ON,26.7,50,20,1,"2025-04-14 19:15:44",2
428,1,ON,26.4,50,20,0,"2025-04-14 19:15:54",3
429,2,ON,25.3,68,13,1,"2025-04-14 19:15:55",3
430,1,ON,26.4,50,20,0,"2025-04-14 19:15:56",1
431,3,ON,25.8,60,11,0,"2025-04-14 19:16:04",4
432,2,ON,25.3,69,13,1,"2025-04-14 19:16:05",2
433,3,ON,25.8,60,13,0,"2025-04-14 19:16:08",1
434,1,ON,26,50,20,1,"2025-04-14 19:16:08",2
435,3,ON,25.8,60,13,0,"2025-04-14 19:16:08",1
436,1,ON,26,50,20,1,"2025-04-14 19:16:08",2
437,1,ON,26,1,1,0,"2025-04-14 19:16:50",1
438,1,ON,26,1,1,0,"2025-04-14 19:16:50",1
439,2,ON,25.3,69,13,1,"2025-04-14 19:16:50",1
440,1,ON,26.6,51,20,0,"2025-04-14 19:16:52",1
441,2,ON,25.3,69,13,1,"2025-04-14 19:17:00",2
442,2,ON,25.3,69,14,1,"2025-04-14 19:17:01",1
443,3,ON,25.8,60,14,0,"2025-04-14 19:17:02",1
444,1,ON,26.2,51,20,0,"2025-04-14 19:17:23",3
445,1,ON,26.1,51,20,0,"2025-04-14 19:17:23",1
446,2,ON,25.3,69,13,1,"2025-04-14 19:17:24",3
447,2,ON,25.3,69,14,1,"2025-04-14 19:17:25",1
448,1,ON,26.7,51,20,1,"2025-04-14 19:17:34",2
449,2,ON,25.3,69,7,1,"2025-04-14 19:17:36",2
450,1,ON,26.9,51,17,1,"2025-04-14 19:17:44",2
451,3,ON,25.7,60,11,0,"2025-04-14 19:17:45",2
452,2,ON,25.3,69,12,1,"2025-04-14 19:17:45",1
453,1,ON,26.7,51,15,1,"2025-04-14 19:17:54",3
454,2,ON,25.2,69,11,1,"2025-04-14 19:17:55",2
455,1,ON,26.5,51,15,0,"2025-04-14 19:17:56",1
456,3,ON,25.7,60,10,0,"2025-04-14 19:17:57",1
457,3,ON,25.7,60,14,0,"2025-04-14 19:18:07",2
458,3,ON,25.7,60,14,0,"2025-04-14 19:18:08",1
459,2,ON,24.9,69,14,1,"2025-04-14 19:18:11",1
460,2,ON,24.9,69,13,1,"2025-04-14 19:18:22",2
461,3,ON,25.8,60,14,0,"2025-04-14 19:18:23",2
462,3,ON,25.8,60,14,1,"2025-04-14 19:18:23",1
463,2,ON,24.8,69,13,1,"2025-04-14 19:18:25",1
464,3,ON,25.8,60,14,1,"2025-04-14 19:18:26",1
465,1,ON,26.5,52,20,1,"2025-04-14 19:18:28",1
466,3,ON,25.8,60,14,0,"2025-04-14 19:18:29",1
467,2,ON,24.9,69,13,1,"2025-04-14 19:18:38",2
468,1,ON,26.6,52,20,0,"2025-04-14 19:18:39",2
469,3,ON,25.8,60,14,0,"2025-04-14 19:18:40",1
470,3,ON,25.8,60,14,0,"2025-04-14 19:18:51",2
471,3,ON,25.8,60,14,0,"2025-04-14 19:18:51",1
472,2,ON,24.8,69,14,1,"2025-04-14 19:19:01",3
473,1,ON,26.9,52,20,0,"2025-04-14 19:19:02",2
474,2,ON,24.8,69,14,1,"2025-04-14 19:19:02",3
475,2,ON,24.8,69,14,1,"2025-04-14 19:19:13",2
476,2,ON,24.8,69,14,1,"2025-04-14 19:19:14",1
477,3,ON,25.8,60,14,1,"2025-04-14 19:19:21",4
478,2,ON,24.8,69,14,1,"2025-04-14 19:19:25",2
479,2,ON,24.8,69,13,1,"2025-04-14 19:19:26",1
480,3,ON,25.8,60,14,1,"2025-04-14 19:19:31",5
481,3,ON,25.8,60,14,0,"2025-04-14 19:19:32",1
482,1,ON,26.3,52,20,0,"2025-04-14 19:19:34",1
483,2,ON,24.8,69,14,1,"2025-04-14 19:19:36",1
484,3,ON,25.8,60,14,1,"2025-04-14 19:19:43",2
485,3,ON,25.8,60,14,1,"2025-04-14 19:19:44",1
486,1,ON,26.4,52,20,0,"2025-04-14 19:19:45",2
487,2,ON,24.8,69,14,1,"2025-04-14 19:19:45",1
488,3,ON,25.8,60,14,1,"2025-04-14 19:19:54",2
489,2,ON,24.8,69,13,1,"2025-04-14 19:19:55",2
490,2,ON,24.8,69,14,1,"2025-04-14 19:19:56",1
491,1,ON,26.2,52,20,1,"2025-04-14 19:20:05",4
492,1,ON,26.8,52,20,1,"2025-04-14 19:20:07",1
493,3,ON,25.8,60,14,0,"2025-04-14 19:20:07",2
494,3,ON,25.8,61,14,0,"2025-04-14 19:20:08",1
495,2,ON,24.8,70,13,1,"2025-04-14 19:20:09",1
496,1,ON,26.1,52,20,0,"2025-04-14 19:20:11",1
497,1,ON,26.5,52,20,0,"2025-04-14 19:20:21",2
498,1,ON,26.2,52,20,0,"2025-04-14 19:20:22",1
499,3,ON,25.8,60,14,0,"2025-04-14 19:20:22",1
500,1,ON,26.1,52,20,0,"2025-04-14 19:20:32",2
501,3,ON,25.8,61,14,1,"2025-04-14 19:20:32",2
502,1,ON,26.6,52,20,0,"2025-04-14 19:20:43",3
503,1,ON,26.7,52,20,1,"2025-04-14 19:20:43",1
504,3,ON,25.7,61,14,0,"2025-04-14 19:20:44",1
505,2,ON,24.8,70,14,1,"2025-04-14 19:20:51",5
506,3,ON,25.8,61,14,0,"2025-04-14 19:20:54",2
507,3,ON,25.7,61,14,1,"2025-04-14 19:20:56",1
508,1,ON,26,52,20,1,"2025-04-14 19:20:57",1
509,2,ON,24.8,70,13,1,"2025-04-14 19:20:57",1
510,3,ON,25.8,61,14,0,"2025-04-14 19:20:58",1
511,2,ON,24.8,70,14,1,"2025-04-14 19:21:07",2
512,3,ON,25.7,61,14,0,"2025-04-14 19:21:08",2
513,1,ON,26.5,52,20,0,"2025-04-14 19:21:20",1
514,3,ON,25.7,60,14,0,"2025-04-14 19:21:30",2
515,3,ON,25.7,61,14,0,"2025-04-14 19:21:30",1
516,1,ON,26.2,52,20,1,"2025-04-14 19:21:31",2
517,2,ON,24.8,70,13,1,"2025-04-14 19:21:31",2
518,1,ON,26.2,52,20,1,"2025-04-14 19:21:32",2
519,3,ON,25.7,60,14,1,"2025-04-14 19:21:32",1
520,2,ON,24.8,70,13,1,"2025-04-14 19:21:42",1
521,1,ON,26.6,52,20,1,"2025-04-14 19:21:43",2
522,1,ON,26.6,52,20,0,"2025-04-14 19:21:53",3
523,1,ON,26.5,52,20,0,"2025-04-14 19:21:56",1
524,2,ON,24.8,70,13,1,"2025-04-14 19:21:57",1
525,3,ON,25.7,61,14,0,"2025-04-14 19:21:57",1
526,1,ON,26.7,52,20,0,"2025-04-14 19:22:06",2
527,3,ON,25.8,61,14,0,"2025-04-14 19:22:07",2
528,3,ON,25.8,61,14,1,"2025-04-14 19:22:07",1
529,3,ON,25.8,61,14,0,"2025-04-14 19:22:17",2
530,3,ON,25.8,61,14,0,"2025-04-14 19:22:27",3
531,1,ON,26.4,53,20,0,"2025-04-14 19:22:29",1
532,2,ON,24.8,70,13,1,"2025-04-14 19:22:37",5
533,3,ON,25.8,61,14,1,"2025-04-14 19:22:37",4
534,2,ON,24.8,70,14,1,"2025-04-14 19:22:38",1
535,1,ON,26.7,53,20,0,"2025-04-14 19:22:39",2
536,1,ON,26.7,53,20,0,"2025-04-14 19:22:39",1
537,3,ON,25.8,61,14,0,"2025-04-14 19:22:47",5
538,2,ON,24.8,70,13,1,"2025-04-14 19:22:48",2
539,3,ON,25.8,61,14,0,"2025-04-14 19:22:48",1
540,1,ON,26.7,52,20,1,"2025-04-14 19:22:49",2
541,1,ON,26.4,53,20,1,"2025-04-14 19:22:51",1
542,3,ON,25.8,61,14,1,"2025-04-14 19:22:52",1
543,1,ON,26.6,53,20,0,"2025-04-14 19:22:53",1
544,3,ON,25.8,61,14,0,"2025-04-14 19:22:54",1
545,2,ON,24.8,70,13,1,"2025-04-14 19:22:55",1
546,1,ON,26.7,53,20,0,"2025-04-14 19:23:04",2
547,1,ON,26.6,53,20,0,"2025-04-14 19:23:04",1
548,2,ON,24.8,70,13,1,"2025-04-14 19:23:06",1
549,3,ON,25.8,61,14,0,"2025-04-14 19:23:07",1
550,1,ON,26.2,53,20,0,"2025-04-14 19:23:15",2
551,0,ON,0,1,0,1,"2025-04-14 19:23:19",1
552,2,ON,24.8,70,13,1,"2025-04-14 19:23:28",3
553,3,ON,25.7,61,14,0,"2025-04-14 19:23:28",2
554,1,ON,26.7,53,20,1,"2025-04-14 19:23:29",2
555,3,ON,25.7,61,14,1,"2025-04-14 19:23:29",1
556,2,ON,24.8,70,13,1,"2025-04-14 19:23:48",5
557,1,ON,26.3,53,20,0,"2025-04-14 19:23:49",4
558,3,ON,25.7,61,14,0,"2025-04-14 19:23:49",3
559,2,ON,24.8,70,13,1,"2025-04-14 19:23:49",1
560,1,ON,26.4,53,20,0,"2025-04-14 19:23:59",5
561,3,ON,25.7,61,14,0,"2025-04-14 19:23:59",4
562,1,ON,26.4,53,20,0,"2025-04-14 19:24:00",5
563,2,ON,24.8,70,13,1,"2025-04-14 19:24:10",1
564,1,ON,26,53,20,0,"2025-04-14 19:24:11",1
565,3,ON,25.7,61,14,1,"2025-04-14 19:24:11",1
566,2,ON,24.8,71,14,1,"2025-04-14 19:24:12",1
567,1,ON,26.3,53,20,0,"2025-04-14 19:24:21",2
568,3,ON,25.7,61,14,1,"2025-04-14 19:24:21",2
569,3,ON,25.7,61,0,1,"2025-04-14 19:24:23",1
570,1,ON,26.4,53,20,0,"2025-04-14 19:24:24",1
571,2,ON,24.8,71,13,1,"2025-04-14 19:24:33",3
572,3,ON,25.7,61,14,0,"2025-04-14 19:24:34",2
573,3,ON,25.7,61,14,1,"2025-04-14 19:24:34",1
574,3,ON,25.7,61,14,1,"2025-04-14 19:24:45",2
575,1,ON,26,2,1,0,"2025-04-14 19:24:46",2
576,3,ON,25.7,61,14,0,"2025-04-14 19:24:55",3
577,3,ON,25.7,61,14,0,"2025-04-14 19:25:15",5
578,3,ON,25.7,61,14,0,"2025-04-14 19:25:25",6
579,1,ON,26.9,53,19,0,"2025-04-14 19:25:26",6
580,1,ON,26.8,53,19,0,"2025-04-14 19:25:27",1
581,3,ON,25.7,61,14,0,"2025-04-14 19:25:35",7
582,3,ON,25.7,61,14,0,"2025-04-14 19:25:36",1
583,1,ON,26,53,20,0,"2025-04-14 19:25:37",2
584,3,ON,25.7,61,14,1,"2025-04-14 19:25:38",1
585,2,ON,24.8,71,14,1,"2025-04-14 19:25:47",1
586,1,ON,26.7,53,20,0,"2025-04-14 19:25:49",1
587,3,ON,25.7,61,14,0,"2025-04-14 19:25:58",3
588,3,ON,25.7,61,14,1,"2025-04-14 19:26:08",4
589,1,ON,26.6,53,20,0,"2025-04-14 19:26:10",3
590,1,ON,26,53,20,0,"2025-04-14 19:26:10",1
591,2,ON,24.8,71,14,1,"2025-04-14 19:26:11",1
592,3,ON,25.7,61,14,1,"2025-04-14 19:26:12",1
593,2,ON,24.8,71,14,1,"2025-04-14 19:26:21",2
594,3,ON,25.8,61,14,0,"2025-04-14 19:26:23",2
595,2,ON,24.8,71,14,1,"2025-04-14 19:26:32",3
596,3,ON,25.8,61,14,1,"2025-04-14 19:26:34",1
597,1,ON,26.6,53,20,1,"2025-04-14 19:26:41",4
598,1,ON,26.2,53,20,0,"2025-04-14 19:26:42",1
599,1,ON,26.2,53,20,0,"2025-04-14 19:26:54",2
600,1,ON,26.3,53,20,1,"2025-04-14 19:27:05",3
601,1,ON,26.5,53,20,0,"2025-04-14 19:27:14",4
602,3,ON,25.8,61,14,0,"2025-04-14 19:27:16",1
603,3,ON,25.8,61,14,1,"2025-04-14 19:27:27",2
604,3,ON,25.8,61,14,0,"2025-04-14 19:27:46",4
605,2,ON,24.8,71,13,1,"2025-04-14 19:27:56",5
606,3,ON,25.8,61,14,1,"2025-04-14 19:27:56",5
607,2,ON,24.8,71,13,1,"2025-04-14 19:27:59",1
608,3,ON,25.8,61,14,0,"2025-04-14 19:28:00",1
609,1,ON,26,53,20,0,"2025-04-14 19:28:04",1
610,2,ON,24.8,71,13,1,"2025-04-14 19:28:06",1
611,3,ON,25.8,61,14,0,"2025-04-14 19:28:25",3
612,2,ON,24.8,71,13,1,"2025-04-14 19:28:25",3
613,2,ON,24.8,71,13,1,"2025-04-14 19:28:26",1
614,2,ON,24.8,71,13,1,"2025-04-14 19:28:37",2
615,1,ON,26.2,53,2,1,"2025-04-14 19:28:37",2
616,2,ON,24.8,71,13,1,"2025-04-14 19:28:38",1
617,1,ON,26.1,53,20,1,"2025-04-14 19:28:39",1
618,1,ON,26.7,53,20,0,"2025-04-14 19:28:49",2
619,3,ON,25.8,61,14,0,"2025-04-14 19:28:50",1
620,2,ON,24.8,71,13,1,"2025-04-14 19:28:59",3
621,3,ON,25.8,61,14,0,"2025-04-14 19:29:00",2
622,2,ON,24.8,71,13,1,"2025-04-14 19:29:01",1
623,1,ON,26.5,53,20,1,"2025-04-14 19:29:02",1
624,2,ON,24.8,71,13,1,"2025-04-14 19:29:03",1
625,1,ON,26.9,53,20,0,"2025-04-14 19:29:05",1
626,2,ON,24.8,72,13,1,"2025-04-14 19:29:06",1
627,3,ON,25.8,61,14,0,"2025-04-14 19:29:15",2
628,2,ON,24.8,71,13,1,"2025-04-14 19:29:26",3
629,3,ON,25.8,61,14,1,"2025-04-14 19:29:35",4
630,2,ON,24.8,71,13,1,"2025-04-14 19:29:46",5
631,3,ON,25.8,61,14,0,"2025-04-14 19:29:47",1
632,1,ON,26.5,53,20,0,"2025-04-14 19:29:49",1
633,2,ON,24.8,71,13,1,"2025-04-14 19:29:49",1
634,1,ON,26.8,53,20,0,"2025-04-14 19:29:50",1
635,3,ON,25.8,61,14,1,"2025-04-14 19:29:50",1
636,2,ON,24.8,71,13,1,"2025-04-14 19:30:10",3
637,2,ON,24.8,71,13,1,"2025-04-14 19:30:11",1
638,2,ON,24.8,71,13,1,"2025-04-14 19:30:21",2
639,2,ON,24.8,71,13,1,"2025-04-14 19:30:31",3
640,3,ON,25.8,61,6,3,"2025-04-14 19:30:41",6
641,3,ON,25.8,61,7,3,"2025-04-14 19:30:51",7
642,2,ON,24.8,71,13,1,"2025-04-14 19:31:11",7
643,2,ON,24.8,71,13,1,"2025-04-14 19:31:21",8
644,2,ON,24.8,71,13,1,"2025-04-14 19:31:31",9
645,3,ON,25.7,4,11,3,"2025-04-14 19:31:32",11
646,2,ON,24.8,71,13,1,"2025-04-14 19:31:41",10
647,3,ON,25.7,61,14,0,"2025-04-14 19:31:42",2
648,3,ON,25.7,62,14,1,"2025-04-14 19:31:43",1
649,1,ON,26.5,54,20,0,"2025-04-14 19:31:44",1
650,2,ON,24.8,72,13,1,"2025-04-14 19:31:45",1
651,1,ON,26.5,54,20,1,"2025-04-14 19:32:04",3
652,2,ON,24.8,71,13,1,"2025-04-14 19:32:06",3
653,3,ON,25.7,61,14,0,"2025-04-14 19:32:26",5
654,3,ON,25.7,61,14,1,"2025-04-14 19:32:27",1
655,1,ON,26.4,54,20,0,"2025-04-14 19:32:29",1
656,2,ON,24.8,72,13,1,"2025-04-14 19:32:46",5
657,3,ON,25.7,62,14,1,"2025-04-14 19:32:48",3
658,2,ON,24.8,71,6,2,"2025-04-14 19:32:57",6
659,3,ON,25.7,62,14,1,"2025-04-14 19:32:57",4
660,1,ON,26.9,54,20,0,"2025-04-14 19:32:58",4
661,1,ON,26,54,20,1,"2025-04-14 19:33:00",1
662,2,ON,24.8,72,13,1,"2025-04-14 19:33:07",2
663,2,ON,24.8,72,13,1,"2025-04-14 19:33:09",1
664,3,ON,25.7,62,14,0,"2025-04-14 19:33:10",1
665,2,ON,24.8,72,13,1,"2025-04-14 19:33:20",2
666,2,ON,24.8,72,13,1,"2025-04-14 19:33:20",1
667,3,ON,25.7,62,14,1,"2025-04-14 19:33:20",1
668,2,ON,24.8,72,13,1,"2025-04-14 19:33:21",1
669,3,ON,25.7,62,14,0,"2025-04-14 19:33:31",2
670,2,ON,24.8,72,13,1,"2025-04-14 19:33:31",2
671,1,ON,26.5,54,20,0,"2025-04-14 19:33:32",2
672,2,ON,24.8,72,13,1,"2025-04-14 19:33:32",1
673,3,ON,25.7,62,14,1,"2025-04-14 19:33:41",1
674,1,ON,26.7,54,20,0,"2025-04-14 19:33:42",3
675,3,ON,25.7,62,14,0,"2025-04-14 19:33:42",1
676,1,ON,26.7,54,20,0,"2025-04-14 19:33:44",1
677,2,ON,24.8,72,13,1,"2025-04-14 19:33:54",1
678,1,ON,26.6,54,20,0,"2025-04-14 19:33:55",1
679,3,ON,25.7,62,14,1,"2025-04-14 19:33:56",1
680,1,ON,26.7,54,20,0,"2025-04-14 19:33:57",1
681,3,ON,25.7,62,14,0,"2025-04-14 19:33:58",1
682,2,ON,24.8,72,13,1,"2025-04-14 19:33:58",1
683,1,ON,26.5,54,20,0,"2025-04-14 19:33:59",1
684,2,ON,24.8,72,13,1,"2025-04-14 19:34:08",2
685,3,ON,25.7,62,14,0,"2025-04-14 19:34:08",2
686,2,ON,24.8,72,13,1,"2025-04-14 19:34:10",2
687,2,ON,24.8,72,13,1,"2025-04-14 19:34:10",1
688,3,ON,25.7,62,14,0,"2025-04-14 19:34:18",3
689,1,ON,26.5,54,20,0,"2025-04-14 19:34:19",1
690,1,ON,26.4,54,20,1,"2025-04-14 19:34:30",2
691,1,ON,26,1,1,0,"2025-04-14 19:34:30",1
692,2,ON,24.8,72,13,1,"2025-04-14 19:34:31",1
693,3,ON,25.7,62,14,0,"2025-04-14 19:34:59",5
694,2,ON,24.6,72,13,1,"2025-04-14 19:35:01",4
695,3,ON,25.7,62,14,1,"2025-04-14 19:35:10",6
696,3,ON,25.7,62,14,0,"2025-04-14 19:35:11",1
697,2,ON,24.6,72,13,1,"2025-04-14 19:35:21",3
698,2,ON,24.5,72,13,1,"2025-04-14 19:35:22",1
699,3,ON,25.7,62,14,0,"2025-04-14 19:35:24",2
700,3,ON,25.7,62,14,0,"2025-04-14 19:35:24",1
701,2,ON,24.5,72,13,1,"2025-04-14 19:35:26",1
702,3,ON,25.7,62,14,0,"2025-04-14 19:35:27",1
703,2,ON,24.5,72,13,1,"2025-04-14 19:35:36",2
704,3,ON,25.6,62,14,1,"2025-04-14 19:35:48",3
705,2,ON,24.5,72,13,1,"2025-04-14 19:35:56",4
706,2,ON,24.5,72,13,1,"2025-04-14 19:35:57",1
707,1,ON,26.8,54,20,1,"2025-04-14 19:36:01",1
708,2,ON,24.5,72,2,2,"2025-04-14 19:36:08",2
709,1,ON,26.1,54,20,1,"2025-04-14 19:36:11",2
710,2,ON,24.5,72,13,1,"2025-04-14 19:36:19",1
711,1,ON,26.4,54,20,1,"2025-04-14 19:36:21",3
712,2,ON,24.5,72,13,1,"2025-04-14 19:36:29",1
713,3,ON,25.6,62,14,0,"2025-04-14 19:36:32",2
714,1,ON,26.2,54,20,0,"2025-04-14 19:36:33",1
715,1,ON,26.5,54,20,0,"2025-04-14 19:37:24",6
716,1,ON,26.3,54,20,0,"2025-04-14 19:37:34",7
717,1,ON,26.1,54,20,1,"2025-04-14 19:37:35",1
718,1,ON,26.4,54,20,1,"2025-04-14 19:37:46",2
719,2,ON,24.5,72,13,1,"2025-04-14 19:37:55",9
720,1,ON,26.7,54,20,1,"2025-04-14 19:37:55",3
721,1,ON,26.6,54,20,0,"2025-04-14 19:38:05",4
722,2,ON,24.5,72,13,1,"2025-04-14 19:38:15",11
723,1,ON,26.3,54,20,0,"2025-04-14 19:38:25",6
724,1,ON,26.1,54,20,0,"2025-04-14 19:38:36",7
725,1,ON,26.9,54,20,0,"2025-04-14 19:38:46",8
726,2,ON,24.5,72,13,1,"2025-04-14 19:38:55",15
727,2,ON,24.5,72,13,1,"2025-04-14 19:38:56",1
728,2,ON,24.5,73,13,1,"2025-04-14 19:39:06",2
729,1,ON,26,54,20,0,"2025-04-14 19:39:16",11
730,1,ON,26.8,54,20,1,"2025-04-14 19:39:26",12
731,1,ON,26.1,54,20,0,"2025-04-14 19:39:27",1
732,3,ON,25.6,63,14,0,"2025-04-14 19:39:34",1
733,1,ON,26.1,54,20,0,"2025-04-14 19:39:38",1
734,3,ON,25.6,63,14,0,"2025-04-14 19:39:39",1
735,3,ON,25.5,63,14,1,"2025-04-14 19:39:49",2
736,1,ON,26,1,1,0,"2025-04-14 19:39:49",1
737,2,ON,24.5,72,13,1,"2025-04-14 19:39:59",2
738,3,ON,25.5,62,14,0,"2025-04-14 19:40:00",1
739,2,ON,24.5,72,13,1,"2025-04-14 19:40:01",1
740,1,ON,26.5,54,20,0,"2025-04-14 19:40:09",3
741,3,ON,25.5,63,14,0,"2025-04-14 19:40:10",2
742,1,ON,26.4,54,20,0,"2025-04-14 19:40:11",1
743,3,ON,25.5,63,14,1,"2025-04-14 19:40:12",1
744,3,ON,25.5,63,14,0,"2025-04-14 19:40:23",2
745,1,ON,26.2,54,20,1,"2025-04-14 19:40:24",1
746,2,ON,24.5,73,13,1,"2025-04-14 19:40:25",1
747,3,ON,25.5,63,14,0,"2025-04-14 19:40:26",1
748,1,ON,26.6,54,20,0,"2025-04-14 19:40:35",2
749,2,ON,24.5,73,13,1,"2025-04-14 19:40:35",2
750,3,ON,25.5,63,14,1,"2025-04-14 19:40:36",2
751,2,ON,24.5,73,13,1,"2025-04-14 19:40:36",1
752,3,ON,25.5,63,14,0,"2025-04-14 19:40:46",3
753,2,ON,24.5,73,13,1,"2025-04-14 19:40:46",2
754,1,ON,26.7,54,20,0,"2025-04-14 19:40:56",3
755,3,ON,25.5,63,14,0,"2025-04-14 19:40:57",2
756,3,ON,25.5,63,14,1,"2025-04-14 19:40:59",1
757,1,ON,26.5,54,20,0,"2025-04-14 19:41:00",1
758,2,ON,24.5,73,13,1,"2025-04-14 19:41:02",1
759,1,ON,26.6,54,20,0,"2025-04-14 19:41:03",1
760,3,ON,25.5,63,14,1,"2025-04-14 19:41:13",2
761,3,ON,25.5,63,14,1,"2025-04-14 19:41:13",1
762,2,ON,24.5,73,13,3,"2025-04-14 19:41:23",3
763,3,ON,25.5,63,14,0,"2025-04-14 19:41:24",2
764,3,ON,25.5,63,14,0,"2025-04-14 19:41:33",3
765,1,ON,26.5,54,20,1,"2025-04-14 19:41:34",1
766,3,ON,25.5,63,14,0,"2025-04-14 19:41:43",4
767,2,ON,24.5,73,13,1,"2025-04-14 19:41:44",2
768,1,ON,26.2,54,20,1,"2025-04-14 19:41:44",1
769,3,ON,25.5,63,14,1,"2025-04-14 19:41:54",5
770,3,ON,25.5,63,14,0,"2025-04-14 19:41:54",1
771,1,ON,26.2,54,20,0,"2025-04-14 19:41:55",2
772,2,ON,24.5,73,13,1,"2025-04-14 19:41:55",1
773,1,ON,26.4,54,20,0,"2025-04-14 19:41:56",1
774,2,ON,24.5,73,13,1,"2025-04-14 19:41:58",1
775,1,ON,26.4,54,20,1,"2025-04-14 19:41:58",1
776,3,ON,25.5,63,14,1,"2025-04-14 19:41:59",1
777,2,ON,24.5,73,13,1,"2025-04-14 19:42:08",2
778,3,ON,25.5,63,14,1,"2025-04-14 19:42:09",2
779,2,ON,24.5,73,13,1,"2025-04-14 19:42:18",3
780,2,ON,24.5,73,13,1,"2025-04-14 19:42:19",1
781,1,ON,26.6,54,20,0,"2025-04-14 19:42:21",1
782,3,ON,25.5,63,14,0,"2025-04-14 19:42:22",1
783,2,ON,24.5,73,13,1,"2025-04-14 19:42:22",1
784,3,ON,25.5,63,14,1,"2025-04-14 19:42:31",2
785,3,ON,25.5,63,14,1,"2025-04-14 19:42:32",1
786,1,ON,26.5,54,20,0,"2025-04-14 19:42:32",1
787,3,ON,25.5,63,14,1,"2025-04-14 19:42:34",1
788,2,ON,24.5,73,13,1,"2025-04-14 19:42:34",1
789,1,ON,26.2,54,20,0,"2025-04-14 19:42:35",1
790,2,ON,24.5,73,13,1,"2025-04-14 19:42:35",1
791,1,ON,26.4,54,20,0,"2025-04-14 19:42:45",2
792,2,ON,24.5,73,13,1,"2025-04-14 19:42:45",2
793,2,ON,24.5,73,13,1,"2025-04-14 19:42:47",1
794,2,ON,0,2,2,0,"2025-04-14 19:42:57",2
795,2,ON,24.5,73,13,1,"2025-04-14 19:43:07",3
796,1,ON,26.3,54,20,0,"2025-04-14 19:43:08",3
797,2,ON,24.5,73,13,1,"2025-04-14 19:43:09",1
798,3,ON,25.5,63,14,0,"2025-04-14 19:43:10",1
799,2,ON,24.5,73,13,1,"2025-04-14 19:43:11",1
800,1,ON,26.2,54,20,0,"2025-04-14 19:43:11",1
801,3,ON,25.5,63,14,0,"2025-04-14 19:43:12",1
802,3,ON,25.5,63,14,0,"2025-04-14 19:43:22",2
803,3,ON,25.5,63,14,1,"2025-04-14 19:43:23",1
804,3,ON,25.5,6,2,3,"2025-04-14 19:43:35",2
805,3,ON,25.5,63,14,0,"2025-04-14 19:43:36",1
806,3,ON,25.5,63,14,1,"2025-04-14 19:43:46",2
807,3,ON,25.5,63,14,1,"2025-04-14 19:43:47",1
808,3,ON,25.5,63,2,3,"2025-04-14 19:43:58",2
809,1,ON,26.7,54,20,0,"2025-04-14 19:44:00",1
810,2,ON,24.5,73,13,1,"2025-04-14 19:44:01",1
811,3,ON,25.5,63,14,1,"2025-04-14 19:44:01",1
812,1,ON,26.4,54,20,0,"2025-04-14 19:44:11",2
813,3,ON,25.5,63,14,0,"2025-04-14 19:44:12",1
814,1,ON,26.3,54,20,1,"2025-04-14 19:44:20",3
815,2,ON,24.5,73,13,1,"2025-04-14 19:44:22",2
816,3,ON,25.5,63,14,0,"2025-04-14 19:44:32",3
817,1,ON,26.4,54,20,0,"2025-04-14 19:44:41",3
818,2,ON,24.5,73,13,1,"2025-04-14 19:44:42",3
819,1,ON,26.5,54,20,0,"2025-04-14 19:44:51",4
820,3,ON,25.5,63,14,0,"2025-04-14 19:44:53",1
821,2,ON,24.5,73,13,1,"2025-04-14 19:44:53",2
822,3,ON,25.5,63,14,1,"2025-04-14 19:44:54",1
823,1,ON,26.2,54,20,0,"2025-04-14 19:44:55",1
824,3,ON,25.5,63,14,0,"2025-04-14 19:45:04",2
825,3,ON,25.5,63,14,1,"2025-04-14 19:45:06",1
826,1,ON,26.5,54,20,0,"2025-04-14 19:45:07",1
827,3,ON,25.5,63,14,0,"2025-04-14 19:45:18",2
828,2,ON,24.5,73,13,1,"2025-04-14 19:45:18",2
829,3,ON,25.5,63,14,0,"2025-04-14 19:45:18",1
830,2,ON,24.5,73,13,1,"2025-04-14 19:45:28",3
831,1,ON,26.4,54,20,0,"2025-04-14 19:45:29",2
832,2,ON,24.5,73,13,1,"2025-04-14 19:45:50",3
833,2,ON,24.5,73,13,1,"2025-04-14 19:45:51",1
834,1,ON,26.6,54,20,0,"2025-04-14 19:45:52",1
835,3,ON,25.5,63,14,1,"2025-04-14 19:45:53",1
836,1,ON,26.4,54,20,0,"2025-04-14 19:45:54",1
837,3,ON,25.5,63,14,0,"2025-04-14 19:46:03",2
838,2,ON,24.5,73,13,1,"2025-04-14 19:46:04",2
839,1,ON,26.1,53,2,1,"2025-04-14 19:46:05",2
840,3,ON,25.5,63,14,1,"2025-04-14 19:46:06",1
841,2,ON,24.5,73,13,1,"2025-04-14 19:46:14",3
842,3,ON,25.5,63,14,0,"2025-04-14 19:46:15",1
843,1,ON,26,54,20,0,"2025-04-14 19:46:17",1
844,2,ON,24.5,73,13,1,"2025-04-14 19:46:17",1
845,1,ON,26.6,54,20,0,"2025-04-14 19:46:17",1
846,3,ON,25.5,63,14,0,"2025-04-14 19:46:17",1
